,Week,Origin State,Origin District,Destination District,Population,theta_S(t),theta_C(t),theta_I(t),theta_A(t),theta_R(t),theta_D(t),D_k^Tr(t),D_k^Ro(t),D_k^To(t)
3577,20,TAMIL NADU,KANCHIPURAM,KALAHANDI,155029,992640.0867,7359.913307,1471.982661,5887.930645,2715.620948,45.15284237,129.0081211,45.15284237,45152971.38
3578,20,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997992.5589,2007.441116,401.4882233,1605.952893,2002.409936,0,70.4365304,226.4031334,226403203.9
3579,20,WEST BENGAL,KOLKATA,KALAHANDI,4631392,998250.6339,1749.366065,349.8732131,1399.492852,565.4887343,219.1565732,0,0.647753418,647753.4184
3580,20,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999931.9015,68.09853373,13.61970675,54.47882698,47.33915165,0,0,1.358090416,1358090.416
3581,20,KARNATAKA,KOLAR,KALAHANDI,126441,999715.2822,284.7177735,56.9435547,227.7742188,0,0,0,23.72648113,23726481.13
3582,20,WEST BENGAL,24 PARAGANAS NORTH,KALAHANDI,10009781,999781.1141,218.8859077,43.77718154,175.1087262,71.82974333,20.87957769,0,0.199804571,199804.5711
3583,20,ANDHRA PRADESH,SRIKAKULAM,KALAHANDI,2703114,999981.5028,18.4971851,3.69943702,14.79774808,7.768817741,0,0,0.369943702,369943.702
3584,20,MAHARASHTRA,MUMBAI,KALAHANDI,12691836,990676.7626,9323.237394,1864.647479,7458.589916,1610.878048,345.5764792,8.982151991,0.078790807,78799.78909
3585,20,TAMIL NADU,THIRUVALLUR,KALAHANDI,3728104,999064.1355,935.8644501,187.17289,748.6915601,196.3464539,5.90112293,0,0.26823286,268232.8605
3586,20,TELANGANA,KARIMNAGAR,KALAHANDI,228745,0,0,0,0,0,0,0,4.371680255,4371680.255
3587,20,TELANGANA,SANGAREDDY,KALAHANDI,1527628,0,0,0,0,0,0,0,4.582267411,4582267.411
3588,20,WEST BENGAL,HOWRAH,KALAHANDI,4842000,999262.7014,737.2986369,147.4597274,589.8389095,195.5803387,39.23998348,0,0.826104915,826104.9153
3589,20,KARNATAKA,BENGALURU RURAL,KALAHANDI,990923,999957.6153,42.38472616,8.476945232,33.90778093,42.38472616,0,0,1.009160147,1009160.147
3590,20,MAHARASHTRA,THANE,KALAHANDI,1261517,981604.6871,18395.31294,3679.062589,14716.25036,3657.501247,191.8325318,22.19549955,0.792696412,792718.6078
3591,20,TELANGANA,MEDCHAL MALKAJGIRI,KALAHANDI,2440073,0,0,0,0,0,0,0,0.409823804,409823.8045
3592,21,OTHER,OTHER,KALAHANDI,732071000,999624.2222,375.7777593,75.15555185,300.6222074,196.5656337,8.306571357,0.004097963,0.072397349,72397.35354
3593,21,GUJARAT,RAJKOT,KALAHANDI,1177362,999500.5784,499.4215883,99.88431765,399.5372706,319.3580224,11.8909902,699.0203523,17.8364853,17837184.32
3594,21,GUJARAT,SURAT,KALAHANDI,2894504,997041.2893,2958.710715,591.742143,2366.968572,1980.650225,137.8474516,0,0.69096467,690964.6696
3595,21,MAHARASHTRA,THANE,KALAHANDI,1261517,970070.9543,29929.04574,5985.809149,23943.2366,6790.237468,433.6049375,0,7.134267711,7134267.711
3596,21,TAMIL NADU,CHENNAI,KALAHANDI,4328063,985724.7919,14275.2081,2855.04162,11420.16648,5097.199371,108.8246636,0,1.617351688,1617351.688
3597,21,TAMIL NADU,COIMBATORE,KALAHANDI,959823,998942.5134,1057.486641,211.4973282,845.9893126,1050.193629,7.293011316,0,7.293011316,7293011.316
3598,21,TAMIL NADU,ERODE,KALAHANDI,147270,996652.4071,3347.592857,669.5185713,2678.074285,3279.690365,47.53174442,20.37074761,61.11224282,61112263.19
3599,21,TAMIL NADU,KANCHIPURAM,KALAHANDI,155029,989389.082,10610.91796,2122.183591,8488.734366,6044.030472,45.15284237,0,51.60324842,51603248.42
3600,21,TAMIL NADU,OTHER,KALAHANDI,65979190,999580.0797,419.9202809,83.98405618,335.9362247,266.3718666,1.909693041,1.742973807,0.257656998,257658.7406
3601,21,TAMIL NADU,THIRUVALLUR,KALAHANDI,3728104,998801.8038,1198.196188,239.6392375,958.5569501,414.6880023,12.60694444,0,1.877630023,1877630.023
3602,21,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997992.5589,2007.441116,401.4882233,1605.952893,2007.441116,0,0,203.7628201,203762820.1
3603,21,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,26.33613562,13.16806781,13168094.15
3604,21,GUJARAT,VALSAD,KALAHANDI,1705678,999930.233,69.76697829,13.95339566,55.81358263,16.4157596,4.1039399,0,1.758831386,1758831.386
3605,21,KARNATAKA,OTHER,KALAHANDI,50268750,999821.0817,178.9183141,35.78366281,143.1346512,58.02809897,4.018401094,0,0.039786149,39786.14945
3606,21,TELANGANA,OTHER,KALAHANDI,26240025,999542.1498,457.8501735,91.57003471,366.2801388,276.8671143,11.69968398,4.878044133,1.71493739,1714942.269
3607,21,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,2.501517587,1.389731993,1389734.494
3608,21,TELANGANA,KARIMNAGAR,KALAHANDI,228745,0,0,0,0,0,0,0,13.11504077,13115040.77
3609,21,TELANGANA,RANGA REDDY,KALAHANDI,2446265,0,0,0,0,0,0,167.1936605,1.226359368,1226526.562
3610,21,ANDHRA PRADESH,KRISHNA,KALAHANDI,4517398,999392.5707,607.429321,121.4858642,485.9434568,426.3516299,23.68620166,0,1.770930965,1770930.965
3611,21,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,999689.011,310.9890252,62.19780504,248.7912202,197.0164479,6.07423365,0.029344124,0.176064743,176064.7728
3612,21,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,999813.7514,186.2485581,37.24971161,148.9988464,91.77314551,6.443867522,0,0.103933347,103933.3471
3613,21,MAHARASHTRA,RAIGAD,KALAHANDI,2634200,998478.8551,1521.14494,304.2289879,1216.915952,457.8240073,43.65651811,0,1.13886569,1138865.69
3614,21,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999920.6487,79.35128289,15.87025658,63.48102631,58.3978879,0,0,0.970064583,970064.583
3615,21,MAHARASHTRA,PUNE,KALAHANDI,2935744,988597.439,11402.56099,2280.512197,9122.048789,4839.999673,558.2911862,0,1.021887467,1021887.467
3616,21,MAHARASHTRA,OTHER,KALAHANDI,102131474,999672.9216,327.0784088,65.41568175,261.662727,159.0401016,13.27700411,0,0.009791301,9791.300966
3617,21,TELANGANA,SANGAREDDY,KALAHANDI,1527628,0,0,0,0,0,0,0,0.65460963,654609.6301
3618,21,GUJARAT,OTHER,KALAHANDI,56806534,999740.558,259.441986,51.8883972,207.5535888,157.8691634,11.28391322,0,0.017603609,17603.60877
3619,21,GUJARAT,MORBI,KALAHANDI,118022,999864.4321,135.567945,27.11358899,108.454356,110.1489553,0,0,42.3649828,42364982.8
3620,21,KARNATAKA,BENGALURU RURAL,KALAHANDI,990923,999942.4779,57.52212836,11.50442567,46.01770269,42.38472616,0,0,1.009160147,1009160.147
3621,22,ANDHRA PRADESH,KRISHNA,KALAHANDI,4517398,999322.1762,677.8238269,135.5647654,542.2590615,470.1821712,26.12123174,0,0.221366371,221366.3706
3622,22,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,8.46518645,8465186.45
3623,22,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,999601.6829,398.317138,79.66342759,318.6537104,260.9866381,6.45570726,0,0.117376496,117376.4956
3624,22,OTHER,OTHER,KALAHANDI,732071000,999477.4031,522.5968519,104.5193704,418.0774816,269.2894542,11.40463152,1.636453295,0.274563533,274565.1692
3625,22,GUJARAT,MORBI,KALAHANDI,118022,999788.1751,211.824914,42.3649828,169.4599312,135.567945,0,0,8.47299656,8472996.56
3626,22,GUJARAT,RAJKOT,KALAHANDI,1177362,999394.4089,605.5911436,121.1182287,484.4729149,405.9923796,12.74034664,130.8008922,0.849356443,849487.2435
3627,22,GUJARAT,VALSAD,KALAHANDI,1705678,999871.6053,128.3946911,25.67893823,102.7157529,36.34918197,4.1039399,0,0.586277129,586277.1285
3628,22,MAHARASHTRA,THANE,KALAHANDI,1261517,954324.8327,45675.16728,9135.033456,36540.13382,14024.38493,853.7340361,0,5.548874886,5548874.886
3629,22,TAMIL NADU,OTHER,KALAHANDI,65979190,999456.3134,543.6865775,108.7373155,434.949262,342.1533365,2.803914386,2.728132916,0.045468882,45471.61006
3630,22,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997992.5589,2007.441116,401.4882233,1605.952893,2007.441116,0,852.7851359,135.8418801,135842732.8
3631,22,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,999778.3102,221.6898294,44.33796589,177.3518635,119.9390826,7.275334299,3.949467191,0.311800041,311803.9909
3632,22,TAMIL NADU,COIMBATORE,KALAHANDI,959823,998942.5134,1057.486641,211.4973282,845.9893126,1050.193629,7.293011316,68.76267812,10.41858759,10418656.36
3633,22,TAMIL NADU,KANCHIPURAM,KALAHANDI,155029,984325.5133,15674.48671,3134.897342,12539.58937,9153.126189,51.60324842,77.40487264,77.40487264,77404950.04
3634,22,MAHARASHTRA,OTHER,KALAHANDI,102131474,999539.241,460.7590408,92.15180817,368.6072327,241.492647,19.64134974,0,0.039165204,39165.20386
3635,22,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999811.6135,188.386542,37.6773084,150.7092336,64.99432706,1.940129166,0,1.1640775,1164077.5
3636,22,MAHARASHTRA,PUNE,KALAHANDI,2935744,983472.6734,16527.32663,3305.465327,13221.86131,7633.15875,719.0681476,0,0.681258311,681258.3114
3637,22,TAMIL NADU,CHENNAI,KALAHANDI,4328063,979226.966,20773.03403,4154.606807,16618.42723,10359.83071,175.1360828,13.63196423,0.693150724,693164.3555
3638,22,MAHARASHTRA,RAIGAD,KALAHANDI,2634200,997485.0049,2514.995065,502.999013,2011.996052,1286.918229,72.88740415,80.47984208,0.379621897,379702.3764
3639,22,TELANGANA,OTHER,KALAHANDI,26240025,999391.4259,608.5741153,121.7148231,486.8592922,355.7542342,18.02589746,4.763714974,0.07621944,76224.20329
3640,23,OTHER,OTHER,KALAHANDI,732071000,999260.6701,739.3299284,147.8659857,591.4639427,371.916112,16.22793418,1.113279996,0.304615263,304616.376
3641,23,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,999690.4865,309.5135077,61.90270155,247.6108062,192.7963589,9.0422012,0.311800041,0.519666736,519667.0474
3642,23,MAHARASHTRA,PUNE,KALAHANDI,2935744,979026.1004,20973.89963,4194.779926,16779.11971,11265.62807,894.1515336,0,0.340629156,340629.1557
3643,23,TAMIL NADU,CHENNAI,KALAHANDI,4328063,969600.2577,30399.74233,6079.948467,24319.79387,15472.04835,278.1844904,0,1.848401929,1848401.929
3644,23,TELANGANA,OTHER,KALAHANDI,26240025,999150.6868,849.3132152,169.862643,679.4505722,428.3151407,28.84905788,5.030483012,0.03810972,38114.75027
3645,23,TELANGANA,RANGA REDDY,KALAHANDI,2446265,0,0,0,0,0,0,182.7275459,0.817572912,817755.6397
3646,23,WEST BENGAL,24 PARAGANAS NORTH,KALAHANDI,10009781,999353.4324,646.5675922,129.3135184,517.2540738,230.2747682,33.86687481,0,0.199804571,199804.5711
3647,23,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999656.7912,343.2088495,68.64176989,274.5670796,104.766975,2.716180832,0,0.58203875,582038.7498
3648,23,ANDHRA PRADESH,KRISHNA,KALAHANDI,4517398,999220.1263,779.8737238,155.9747448,623.898979,520.4323374,31.43402463,0,0.885465483,885465.4826
3649,23,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,7.524610178,7524610.178
3650,23,MAHARASHTRA,MUMBAI,KALAHANDI,12691836,975263.9413,24736.05868,4947.211735,19788.84694,10220.03436,811.7816839,9.139733605,0.078790807,78799.94667
3651,23,MAHARASHTRA,RAIGAD,KALAHANDI,2634200,996544.6815,3455.318503,691.0637006,2764.254802,1793.333839,137.8027485,0,0.379621897,379621.8966
3652,23,MAHARASHTRA,THANE,KALAHANDI,1261517,936596.1775,63403.82254,12680.76451,50723.05803,23390.09304,1493.440041,0,0.792696412,792696.4123
3653,23,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,7.226606363,1.111785594,1111792.821
3654,23,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,999479.6113,520.3886934,104.0777387,416.3109548,309.2577219,7.27734273,0,0.322785363,322785.363
3655,23,TAMIL NADU,COIMBATORE,KALAHANDI,959823,998870.6251,1129.374895,225.874979,903.4999161,1052.277347,7.293011316,0,5.209293797,5209293.797
3656,23,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997992.5589,2007.441116,401.4882233,1605.952893,2007.441116,0,593.6793276,2.515590371,2516184.051
3657,23,WEST BENGAL,HOWRAH,KALAHANDI,4842000,998168.5254,1831.474597,366.2949195,1465.179678,678.2321355,61.75134242,0,1.445683602,1445683.602
3658,23,ANDHRA PRADESH,GUNTUR,KALAHANDI,530577,992968.0329,7031.967085,1406.393417,5625.573668,5145.341769,113.0844345,0,5.654221725,5654221.725
3659,23,GUJARAT,RAJKOT,KALAHANDI,1177362,999282.2938,717.706194,143.5412388,574.1649552,432.3224293,18.68584174,0,0.849356443,849356.4426
3660,23,TAMIL NADU,THIRUVALLUR,KALAHANDI,3728104,997854.4053,2145.594651,429.1189302,1716.475721,1206.779639,20.11746453,0,0.804698581,804698.5814
3661,23,TAMIL NADU,OTHER,KALAHANDI,65979190,999294.808,705.1920462,141.0384092,564.1536369,447.2016101,4.061886786,0,0.015156294,15156.29398
3662,24,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999585.5884,414.4115899,82.88231797,331.5292719,214.3842728,4.656309998,0,0.776051666,776051.6664
3663,24,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,999572.3143,427.6857234,85.53714469,342.1485787,220.1308292,17.56473566,0.831466777,1.039333471,1039334.303
3664,24,MAHARASHTRA,PUNE,KALAHANDI,2935744,973967.4168,26032.58322,5206.516645,20826.06658,14861.30943,1068.213032,0,1.021887467,1021887.467
3665,24,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,0,1.111785594,1111785.594
3666,24,TELANGANA,RANGA REDDY,KALAHANDI,2446265,0,0,0,0,0,0,19.62174989,3.270291649,3270311.27
3667,24,OTHER,OTHER,KALAHANDI,732071000,998987.7198,1012.28023,202.4560459,809.8241837,516.1931015,23.2477451,0.484925642,0.020489816,20490.3008
3668,24,TAMIL NADU,THIRUVALLUR,KALAHANDI,3728104,996911.8351,3088.164922,617.6329845,2470.531938,1512.296867,32.18794325,12.60694444,0.26823286,268245.4674
3669,24,TELANGANA,OTHER,KALAHANDI,26240025,998845.7328,1154.267193,230.8534386,923.4137544,545.0071027,43.9023972,1.143291594,0.266768039,266769.1818
3670,24,GUJARAT,AHMEDABAD,KALAHANDI,3719710,970578.0827,29421.9173,5884.38346,23537.53384,20462.61671,2098.281855,0,0.268838162,268838.1621
3671,24,MAHARASHTRA,MUMBAI,KALAHANDI,12691836,970182.0131,29817.98693,5963.597387,23854.38955,13470.31273,1072.500464,0,0.315163228,315163.2278
3672,24,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997982.4965,2017.503478,403.5006956,1614.002782,2007.441116,0,0,25.15590371,25155903.71
3673,24,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,1.881152545,1881152.545
3674,24,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,999272.5005,727.49952,145.499904,581.999616,372.5236531,7.80553696,0,0.176064743,176064.7435
3675,24,KARNATAKA,BENGALURU RURAL,KALAHANDI,990923,999740.6458,259.3541577,51.87083154,207.4833262,77.70533129,7.064121027,135.2274597,1.009160147,1009295.374
3676,24,TELANGANA,SANGAREDDY,KALAHANDI,1527628,0,0,0,0,0,0,54.98720893,3.27304815,3273103.138
3677,25,OTHER,OTHER,KALAHANDI,732071000,998654.2207,1345.779303,269.1558606,1076.623442,765.0583072,35.0211933,0.117474944,0.087423214,87423.33189
3678,25,TAMIL NADU,CHENNAI,KALAHANDI,4328063,940099.0697,59900.93028,11980.18606,47920.74422,32470.64564,793.4265282,3.696803859,0.462100482,462104.1792
3679,25,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,0,1.111785594,1111785.594
3680,25,WEST BENGAL,24 PARAGANAS NORTH,KALAHANDI,10009781,998742.9295,1257.070459,251.4140919,1005.656368,680.2346625,54.64655021,0,0.099902286,99902.28557
3681,25,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,999324.6411,675.3588896,135.0717779,540.2871117,274.4879698,36.1688048,0,0.207866694,207866.6943
3682,25,TAMIL NADU,TIRUPPUR,KALAHANDI,397521,997909.5444,2090.455599,418.0911197,1672.364479,2027.565839,0,0,2.515590371,2515590.371
3683,25,WEST BENGAL,MEDINIPUR WEST,KALAHANDI,5913457,999622.2176,377.7824038,75.55648075,302.225923,240.1302656,2.705693133,0,0.676423283,676423.2834
3684,25,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,27.2767119,27276711.9
3685,25,MAHARASHTRA,PUNE,KALAHANDI,2935744,966472.5535,33527.44653,6705.489307,26821.95723,18575.52975,1396.579538,0,0.340629156,340629.1557
3686,25,TAMIL NADU,COIMBATORE,KALAHANDI,959823,998408.0398,1591.960184,318.3920369,1273.568147,1153.337647,7.293011316,0,2.083717519,2083717.519
3687,25,TAMIL NADU,KANCHIPURAM,KALAHANDI,155029,957311.2127,42688.78726,8537.757452,34151.02981,22370.00819,419.2763934,0,6.450406053,6450406.053
3688,25,TAMIL NADU,OTHER,KALAHANDI,65979190,998732.1154,1267.884616,253.5769233,1014.307693,740.2182415,9.063463798,0,0.015156294,15156.29398
3689,25,MAHARASHTRA,RAIGAD,KALAHANDI,2634200,994179.2575,5820.74254,1164.148508,4656.594032,3725.988915,227.3935161,0,1.518487586,1518487.586
3690,25,TAMIL NADU,ERODE,KALAHANDI,147270,996353.6362,3646.363822,729.2727643,2917.091057,3381.544103,47.53174442,0,6.790249202,6790249.202
3691,25,ANDHRA PRADESH,CHITTOOR,KALAHANDI,4174064,999267.6202,732.3797623,146.4759525,585.9038098,428.5990823,8.385113405,4.312344037,4.072769368,4072773.681
3692,25,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,999399.336,600.6639898,120.132798,480.5311918,340.4926686,6.790452081,0,0.58203875,582038.7498
3693,25,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,998961.1593,1038.840675,207.7681349,831.0725398,492.335711,8.979301917,0,1.027044337,1027044.337
3694,26,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,998500.4272,1499.572764,299.9145528,1199.658211,694.105907,12.99944689,0,0.52819423,528194.2304
3695,26,MAHARASHTRA,THANE,KALAHANDI,1261517,835811.1702,164188.8298,32837.76596,131351.0638,68410.49308,4396.294303,0,0.792696412,792696.4123
3696,26,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,998895.6785,1104.321521,220.8643043,883.457217,417.7098094,7.954529581,0,0.388025833,388025.8332
3697,26,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,1.881152545,1881152.545
3698,26,OTHER,OTHER,KALAHANDI,732071000,998225.0028,1774.997234,354.9994468,1419.997787,1147.570386,43.65423572,0,0.004097963,4097.963176
3699,26,ANDHRA PRADESH,KRISHNA,KALAHANDI,4517398,998173.2847,1826.715291,365.3430581,1461.372232,809.9795502,71.94407046,0,0.442732741,442732.7413
3700,26,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,998529.1353,1470.864729,294.1729457,1176.691783,355.7638472,57.05940757,0,0.311800041,311800.0414
3701,26,TAMIL NADU,OTHER,KALAHANDI,65979190,998051.522,1948.477997,389.6955995,1558.782398,968.5174977,15.89895238,0,0.060625176,60625.17591
3702,27,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,9.405762723,9405762.723
3703,27,KARNATAKA,BENGALURU RURAL,KALAHANDI,990923,998787.9987,1212.001336,242.4002672,969.6010689,228.0701931,33.30228484,0,3.02748044,3027480.44
3704,27,OTHER,OTHER,KALAHANDI,732071000,997802.2337,2197.766337,439.5532674,1758.213069,1536.493045,51.56330465,0,0.002731975,2731.97545
3705,27,TAMIL NADU,COIMBATORE,KALAHANDI,959823,995485.626,4514.374004,902.8748009,3611.499203,1715.941377,7.293011316,0,2.083717519,2083717.519
3706,27,TAMIL NADU,THIRUVALLUR,KALAHANDI,3728104,992120.3915,7879.608509,1575.921702,6303.686807,4967.672576,146.9916075,0,0.536465721,536465.7209
3707,27,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,997839.4215,2160.578499,432.1156999,1728.4628,1063.577771,20.36482199,0,0.117376496,117376.4956
3708,27,TELANGANA,RANGA REDDY,KALAHANDI,2446265,0,0,0,0,0,0,0,3.270291649,3270291.649
3709,27,WEST BENGAL,24 PARAGANAS NORTH,KALAHANDI,10009781,997726.9233,2273.076704,454.6153407,1818.461363,1301.427074,75.92573704,0,0.099902286,99902.28557
3710,27,TELANGANA,OTHER,KALAHANDI,26240025,994880.4927,5119.507318,1023.901464,4095.605854,2456.628757,73.20877171,0,0.114329159,114329.1594
3711,28,ANDHRA PRADESH,EAST GODAVARI,KALAHANDI,5154296,997091.3584,2908.641646,581.7283291,2326.913317,849.5825618,10.86472333,0,0.194012917,194012.9166
3712,28,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,15.98979663,15989796.63
3713,28,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,989721.9274,10278.07263,2055.614526,8222.458105,2051.956072,142.7004856,0,0.415733389,415733.3885
3714,28,ANDHRA PRADESH,GUNTUR,KALAHANDI,530577,965944.6226,34055.37745,6811.07549,27244.30196,15407.7542,318.5211572,0,13.19318402,13193184.02
3715,28,OTHER,OTHER,KALAHANDI,732071000,997295.9576,2704.042367,540.8084735,2163.233894,1937.100363,59.59121451,0,0.051907534,51907.53356
3716,28,KARNATAKA,OTHER,KALAHANDI,50268750,997956.8818,2043.118239,408.6236479,1634.494592,1234.484645,35.74785528,0,0.099465374,99465.37362
3717,28,ANDHRA PRADESH,OTHER,KALAHANDI,34078373,996970.5126,3029.487353,605.8974705,2423.589882,1654.040232,30.40051237,0,0.088032372,88032.37173
3718,28,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,0,1.111785594,1111785.594
3719,29,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,15.04922036,15049220.36
3720,29,OTHER,OTHER,KALAHANDI,732071000,996632.2693,3367.730726,673.5461451,2694.18458,2404.657472,68.05487446,0,0.019123828,19123.82815
3721,29,WEST BENGAL,KOLKATA,KALAHANDI,4631392,982492.9524,17507.04756,3501.409511,14005.63805,9798.997796,814.6578826,0,0.647753418,647753.4184
3722,29,TELANGANA,HYDERABAD,KALAHANDI,3597816,0,0,0,0,0,0,0,0.833839196,833839.1958
3723,29,WEST BENGAL,MEDINIPUR WEST,KALAHANDI,5913457,999273.1832,726.816818,145.3633636,581.4534544,488.3776106,11.49919582,0,0.338211642,338211.6417
3724,30,ANDHRA PRADESH,VISAKHAPATANAM,KALAHANDI,1063178,0,0,0,0,0,0,0,0.940576272,940576.2723
3725,30,WEST BENGAL,OTHER,KALAHANDI,59309688,998082.2863,1917.713679,383.5427359,1534.170944,1244.771343,20.85662632,0,0.084303259,84303.25919
3726,30,WEST BENGAL,MEDINIPUR WEST,KALAHANDI,5913457,998961.8594,1038.140634,207.6281268,830.5125073,676.5923892,14.88131223,0,0.507317463,507317.4625
3727,31,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,961274.4349,38725.56514,7745.113028,30980.45211,11537.1212,730.859297,0,0.103933347,103933.3471
3728,32,OTHER,OTHER,KALAHANDI,732071000,993445.7792,6554.220834,1310.844167,5243.376667,4638.278254,101.1117774,0,0.043711607,43711.60721
3729,32,TELANGANA,SANGAREDDY,KALAHANDI,1527628,0,0,0,0,0,0,0,0.65460963,654609.6301
3730,32,WEST BENGAL,24 PARAGANAS NORTH,KALAHANDI,10009781,986914.4989,13085.50107,2617.100214,10468.40086,8962.134137,302.0046093,0,0.199804571,199804.5711
3731,33,KARNATAKA,BENGALURU URBAN,KALAHANDI,9621551,940164.0131,59835.98694,11967.19739,47868.78955,34372.83656,979.2599966,0,0.207866694,207866.6943
3732,33,KARNATAKA,OTHER,KALAHANDI,50268750,986167.5295,13832.47047,2766.494094,11065.97638,8466.452816,280.2934229,0,0.019893075,19893.07472
3733,33,WEST BENGAL,MEDINIPUR EAST,KALAHANDI,5095875,995635.882,4364.118037,872.8236073,3491.294429,2597.198715,35.51892462,0,1.569897221,1569897.221
3734,33,MAHARASHTRA,OTHER,KALAHANDI,102131474,990186.9232,9813.076819,1962.615364,7850.461455,5592.193842,289.2252392,0,0.048956505,48956.50483
3735,33,TAMIL NADU,ERODE,KALAHANDI,147270,940829.7685,59170.23155,11834.04631,47336.18524,36755.61893,923.4738915,0,6.790249202,6790249.202
3736,33,OTHER,OTHER,KALAHANDI,732071000,991952.2546,8047.745369,1609.549074,6438.196295,5800.706489,115.2798021,0,0.004097963,4097.963176
3737,34,OTHER,OTHER,KALAHANDI,732071000,0,0,0,0,0,0,0,0.068299386,68299.38626
3738,34,WEST BENGAL,OTHER,KALAHANDI,59309688,0,0,0,0,0,0,0,0.033721304,33721.30368
3739,18,OTHER,OTHER,KANDHAMAL,732071000,999864.6907,135.3092801,27.06185602,108.2474241,43.10374267,3.245586835,0.454873913,0.005463951,5464.405775
3740,19,GUJARAT,AHMEDABAD,KANDHAMAL,3719710,990637.4422,9362.557834,1872.511567,7490.046267,1739.114071,594.9388528,0.268838162,0.806514486,806514.7552
3741,19,OTHER,OTHER,KANDHAMAL,732071000,999801.6627,198.3373197,39.66746395,158.6698558,76.03634074,4.636162339,0.224021987,0.01775784,17758.06445
3742,19,TAMIL NADU,TIRUPPUR,KANDHAMAL,397521,997992.5589,2007.441116,401.4882233,1605.952893,1964.67608,0,0,12.57795186,12577951.86
3743,19,TELANGANA,OTHER,KANDHAMAL,26240025,999698.8951,301.1048961,60.22097921,240.8839168,182.2787897,7.812492557,0,0.07621944,76219.43958
3744,19,MAHARASHTRA,OTHER,KANDHAMAL,102131474,999859.9746,140.0253951,28.00507902,112.0203161,25.86861715,5.67895456,0,0.009791301,9791.300966
3745,19,TAMIL NADU,COIMBATORE,KANDHAMAL,959823,998935.2203,1064.779652,212.9559304,851.8237217,1013.728573,7.293011316,0,2.083717519,2083717.519
3746,19,WEST BENGAL,24 PARAGANAS NORTH,KANDHAMAL,10009781,999848.8478,151.1521581,30.23043161,120.9217265,32.06863367,14.48583141,0,0.199804571,199804.5711
3747,19,ANDHRA PRADESH,EAST GODAVARI,KANDHAMAL,5154296,999937.9159,62.08413331,12.41682666,49.66730665,35.31035082,0,0,0.388025833,388025.8332
3748,19,TELANGANA,HYDERABAD,KANDHAMAL,3597816,0,0,0,0,0,0,0,0.555892797,555892.7972
3749,20,OTHER,OTHER,KANDHAMAL,732071000,999729.3978,270.6021684,54.12043367,216.4817347,124.7802467,6.157872665,0.356522796,0.027319755,27320.11103
3750,20,MAHARASHTRA,OTHER,KANDHAMAL,102131474,999774.4182,225.5817829,45.11635659,180.4654264,66.15002932,9.575892344,0,0.019582602,19582.60193
